;COD_CLI;DATA_COMPRA;DT_ENTREGA;PRODUTO;VALOR_FATURADO;LOCAL
128;5796.0;1993-12-31;1993-12-31;OKTT2;3396.26;29.0
129;6473.0;1994-01-01;1994-01-01;QSOP4;2141.73;40.0
130;567.0;1994-01-02;1994-01-02;OKTT2;326.33;37.0
131;11422.0;1994-01-02;1994-01-02;OKTT2;2581.76;36.0
132;4771.0;1994-01-03;1994-01-03;BVAA3;1881.81;14.0
133;4481.0;1994-01-03;1994-01-03;WDFE2;2501.51;20.0
134;117.0;1994-01-05;1994-01-05;BVAA0;4428.17;50.0
135;5622.0;1994-01-06;1994-01-06;LMFF3;3195.74;21.0
136;4541.0;1994-01-06;1994-01-06;JNDD0;2828.46;45.0
137;6295.0;1994-01-06;1994-01-06;QPYG0;3317.21;9.0
138;5009.0;1994-01-06;1994-01-06;XSZZ1;2931.74;24.0
139;217.0;1994-01-07;1994-01-07;HBCC4;3096.34;29.0
140;9273.0;1994-01-07;1994-01-07;XDFF4;2828.29;4.0
141;1047.0;1994-01-08;1994-01-08;XSZZ2;2595.18;15.0
142;6506.0;1994-01-10;1994-01-10;QPYG0;409.65;44.0
143;5718.0;1994-01-10;1994-01-10;WWAP1;1386.47;48.0
144;6558.0;1994-01-12;1994-01-12;BVAA0;4610.07;38.0
145;6557.0;1994-01-14;1994-01-14;QPYG2;4666.52;19.0
146;2820.0;1994-01-14;1994-01-14;XSZZ2;1144.26;23.0
147;9239.0;1994-01-16;1994-01-16;HBCC1;4126.5;6.0
148;10686.0;1994-01-17;1994-01-17;BVAA0;511.51;26.0
149;7185.0;1994-01-18;1994-01-18;QSOP1;4761.02;6.0
150;11063.0;1994-01-18;1994-01-18;QSOP0;3006.08;35.0
151;4537.0;1994-01-19;1994-01-19;QSOP2;3822.23;45.0
152;11382.0;1994-01-20;1994-01-20;JNDD1;4081.37;44.0
153;5477.0;1994-01-21;1994-01-21;JNDD0;3365.65;46.0
154;6415.0;1994-01-21;1994-01-21;QSOP1;4479.13;36.0
155;6289.0;1994-01-21;1994-01-21;OKTT1;833.09;26.0
156;9872.0;1994-01-22;1994-01-22;HBCC0;4324.77;45.0
157;850.0;1994-01-25;1994-01-25;OKTT4;4086.24;45.0
158;5256.0;1994-01-25;1994-01-25;WDFE4;4212.5;21.0
159;9393.0;1994-01-25;1994-01-25;WDFE4;2943.26;22.0
160;6445.0;1994-01-26;1994-01-26;JNDD3;278.32;30.0
161;2979.0;1994-01-27;1994-01-27;NVHH0;1586.64;28.0
162;4513.0;1994-01-27;1994-01-27;HBCC3;4726.15;47.0
163;4514.0;1994-01-27;1994-01-27;JNDD2;1261.7;27.0
164;136.0;1994-01-30;1994-01-30;WDFE2;4066.68;25.0
165;1477.0;1994-01-30;1994-01-30;LMFF2;4397.86;36.0
166;4535.0;1994-01-30;1994-01-30;NVHH1;3007.46;36.0
167;8270.0;1994-01-30;1994-01-30;XDFF2;893.19;39.0
168;6078.0;1994-02-02;1994-02-02;WDFE1;1890.59;45.0
169;4772.0;1994-02-03;1994-02-03;QSOP3;1071.1;13.0
170;8754.0;1994-02-03;1994-02-03;HBCC0;4655.35;47.0
171;5009.0;1994-02-04;1994-02-04;OKTT3;4496.12;41.0
172;10879.0;1994-02-04;1994-02-04;LMFF1;3290.55;6.0
173;9161.0;1994-02-05;1994-02-05;QPYG0;1804.94;42.0
174;11872.0;1994-02-05;1994-02-05;WWAP0;1304.11;16.0
175;4190.0;1994-02-06;1994-02-06;XDFF0;954.23;13.0
176;4772.0;1994-02-06;1994-02-06;WDFE1;349.15;32.0
177;11419.0;1994-02-06;1994-02-06;OKTT4;1630.77;14.0
178;8763.0;1994-02-06;1994-02-06;OKTT0;4971.52;36.0
179;11818.0;1994-02-09;1994-02-09;LMFF2;3500.82;31.0
180;9738.0;1994-02-09;1994-02-09;WWAP4;2004.65;29.0
181;4057.0;1994-02-10;1994-02-10;NVHH3;2919.37;25.0
182;5136.0;1994-02-11;1994-02-11;BVAA0;627.73;1.0
183;5593.0;1994-02-11;1994-02-11;JNDD4;3083.26;0.0
184;10017.0;1994-02-12;1994-02-12;LMFF2;439.98;42.0
185;6450.0;1994-02-13;1994-02-13;WWAP2;3477.37;48.0
186;2984.0;1994-02-14;1994-02-14;QPYG0;3334.06;21.0
187;5664.0;1994-02-14;1994-02-14;QPYG4;2891.07;26.0
188;5817.0;1994-02-15;1994-02-15;QPYG4;78.48;15.0
189;11157.0;1994-02-15;1994-02-15;LMFF4;3300.95;34.0
190;4771.0;1994-02-16;1994-02-16;XSZZ4;3233.13;50.0
191;5879.0;1994-02-16;1994-02-16;QSOP1;2705.39;47.0
192;9430.0;1994-02-16;1994-02-16;XDFF1;1718.12;18.0
193;114.0;1994-02-17;1994-02-17;OKTT3;431.9;10.0
194;8329.0;1994-02-17;1994-02-17;QSOP4;2697.46;32.0
195;9550.0;1994-02-17;1994-02-17;XDFF4;2802.86;44.0
196;4772.0;1994-02-18;1994-02-18;JNDD2;1038.58;8.0
197;11933.0;1994-02-19;1994-02-19;LMFF0;3841.05;35.0
198;6522.0;1994-02-20;1994-02-20;QPYG3;972.65;32.0
199;6551.0;1994-02-20;1994-02-20;QPYG3;2111.33;41.0
200;5664.0;1994-02-21;1994-02-21;JNDD3;1592.5;20.0
201;8535.0;1994-02-21;1994-02-21;JNDD2;993.08;19.0
202;11280.0;1994-02-24;1994-02-24;BVAA1;2229.72;49.0
203;246.0;1994-02-26;1994-02-26;XSZZ1;2048.41;19.0
204;11954.0;1994-02-26;1994-02-26;XDFF2;4634.34;29.0
205;11033.0;1994-02-27;1994-02-27;QSOP2;3850.62;48.0
206;10894.0;1994-02-27;1994-02-27;WWAP1;3811.56;33.0
207;5672.0;1994-02-28;1994-02-28;QSOP1;2191.57;50.0
208;4928.0;1994-03-02;1994-03-02;WDFE4;4406.2;36.0
209;113.0;1994-03-03;1994-03-03;QSOP0;2807.94;14.0
210;4902.0;1994-03-03;1994-03-03;QAFD4;776.93;41.0
211;8795.0;1994-03-06;1994-03-06;BVAA2;2693.12;6.0
212;4641.0;1994-03-07;1994-03-07;HBCC1;1366.64;22.0
213;9498.0;1994-03-08;1994-03-08;OKTT1;2485.47;6.0
214;7172.0;1994-03-09;1994-03-09;JNDD1;3006.8;4.0
215;11165.0;1994-03-09;1994-03-09;QPYG3;4775.98;49.0
216;5972.0;1994-03-11;1994-03-11;JNDD2;2517.92;17.0
217;11388.0;1994-03-12;1994-03-12;HBCC0;2403.83;31.0
218;5130.0;1994-03-13;1994-03-13;OKTT4;570.45;37.0
219;5741.0;1994-03-13;1994-03-13;XDFF4;4814.07;40.0
220;11077.0;1994-03-13;1994-03-13;QSOP1;4425.73;36.0
221;5758.0;1994-03-14;1994-03-14;WDFE3;2333.3;28.0
222;5161.0;1994-03-15;1994-03-15;WDFE3;1342.81;11.0
223;9293.0;1994-03-16;1994-03-16;WWAP0;3220.09;21.0
224;4470.0;1994-03-18;1994-03-18;QSOP2;2935.87;31.0
225;6242.0;1994-03-20;1994-03-20;NVHH0;4847.25;37.0
226;4772.0;1994-03-24;1994-03-24;QSOP0;2612.79;21.0
227;10970.0;1994-03-26;1994-03-26;WWAP1;2173.98;22.0
228;11809.0;1994-03-27;1994-03-27;LMFF1;2404.83;47.0
229;5415.0;1994-03-30;1994-03-30;WDFE3;919.3;5.0
230;5986.0;1994-03-30;1994-03-30;HBCC2;1248.25;19.0
231;4469.0;1994-03-30;1994-03-30;XDFF4;4305.21;23.0
232;5421.0;1994-03-31;1994-03-31;JNDD4;1804.32;28.0
233;1538.0;1994-04-01;1994-04-01;WWAP0;1226.51;11.0
234;6067.0;1994-04-01;1994-04-01;JNDD3;212.9;14.0
235;5414.0;1994-04-03;1994-04-03;BVAA0;4454.27;34.0
236;8590.0;1994-04-03;1994-04-03;JNDD4;2889.37;19.0
237;9819.0;1994-04-05;1994-04-05;QPYG0;1613.97;38.0
238;5861.0;1994-04-06;1994-04-06;QSOP4;3632.29;13.0
239;2914.0;1994-04-06;1994-04-06;BVAA1;1478.33;22.0
240;5708.0;1994-04-06;1994-04-06;LMFF1;1632.95;13.0
241;5256.0;1994-04-06;1994-04-06;HBCC1;3811.31;39.0
242;5521.0;1994-04-07;1994-04-07;WWAP3;343.63;18.0
243;6182.0;1994-04-08;1994-04-08;XSZZ0;647.66;16.0
244;8458.0;1994-04-08;1994-04-08;OKTT4;2086.17;37.0
245;5742.0;1994-04-09;1994-04-09;QPYG0;264.25;27.0
246;11416.0;1994-04-11;1994-04-11;QPYG3;2230.05;3.0
247;6269.0;1994-04-12;1994-04-12;WDFE1;206.44;14.0
248;10716.0;1994-04-12;1994-04-12;HBCC0;924.15;0.0
249;1106.0;1994-04-13;1994-04-13;WDFE3;390.24;1.0
250;11742.0;1994-04-13;1994-04-13;LMFF4;4575.03;12.0
251;6276.0;1994-04-14;1994-04-14;LMFF2;2564.28;1.0
252;6515.0;1994-04-14;1994-04-14;QPYG0;1425.0;25.0
253;10901.0;1994-04-16;1994-04-16;WDFE2;2853.89;27.0
254;11436.0;1994-04-18;1994-04-18;NVHH0;3791.68;32.0
255;11042.0;1994-04-19;1994-04-19;QSOP2;2127.03;21.0
256;5539.0;1994-04-21;1994-04-21;BVAA1;880.68;6.0
257;6282.0;1994-04-21;1994-04-21;JNDD4;4342.19;36.0
258;4470.0;1994-04-21;1994-04-21;NVHH2;515.75;13.0
259;4772.0;1994-04-21;1994-04-21;WWAP2;3252.09;13.0
260;4268.0;1994-04-22;1994-04-22;HBCC4;2991.83;39.0
261;5404.0;1994-04-22;1994-04-22;BVAA4;1196.58;7.0
262;6386.0;1994-04-25;1994-04-25;QSOP2;2327.84;17.0
263;4772.0;1994-04-25;1994-04-25;XSZZ1;4237.84;42.0
264;5758.0;1994-04-26;1994-04-26;JNDD2;641.61;24.0
265;6251.0;1994-04-26;1994-04-26;LMFF4;4579.33;19.0
266;1086.0;1994-04-27;1994-04-27;XSZZ2;4223.75;1.0
267;4657.0;1994-04-28;1994-04-28;NVHH4;2929.83;19.0
268;4961.0;1994-04-29;1994-04-29;BVAA3;1684.35;8.0
269;5434.0;1994-04-29;1994-04-29;JNDD4;549.29;31.0
270;11865.0;1994-04-29;1994-04-29;WWAP4;634.91;26.0
271;719.0;1994-05-01;1994-05-01;WDFE1;4597.04;7.0
272;6088.0;1994-05-01;1994-05-01;JNDD2;3130.73;29.0
273;5839.0;1994-05-03;1994-05-03;QAFD4;2753.31;9.0
274;5007.0;1994-05-03;1994-05-03;HBCC4;222.48;3.0
275;9112.0;1994-05-03;1994-05-03;BVAA3;3135.34;0.0
276;10072.0;1994-05-03;1994-05-03;XSZZ1;1973.35;10.0
277;4772.0;1994-05-04;1994-05-04;NVHH1;282.89;5.0
278;6082.0;1994-05-04;1994-05-04;JNDD1;1312.93;46.0
279;8279.0;1994-05-05;1994-05-05;QAFD0;324.16;28.0
280;4470.0;1994-05-06;1994-05-06;QSOP4;68.33;41.0
281;6078.0;1994-05-08;1994-05-08;NVHH2;4117.01;30.0
282;887.0;1994-05-10;1994-05-10;HBCC0;4133.09;31.0
283;266.0;1994-05-11;1994-05-11;QSOP1;3468.22;4.0
284;11577.0;1994-05-11;1994-05-11;XSZZ1;647.73;12.0
285;1519.0;1994-05-12;1994-05-12;QSOP4;137.75;48.0
286;6195.0;1994-05-12;1994-05-12;XSZZ4;2550.73;24.0
287;6122.0;1994-05-13;1994-05-13;XSZZ3;2158.54;48.0
288;9901.0;1994-05-14;1994-05-14;OKTT2;4071.75;43.0
289;6307.0;1994-05-15;1994-05-15;XSZZ1;1206.26;24.0
290;5224.0;1994-05-15;1994-05-15;WDFE4;161.68;18.0
291;5517.0;1994-05-17;1994-05-17;BVAA4;4615.16;1.0
292;5550.0;1994-05-20;1994-05-20;QSOP1;421.46;44.0
293;2736.0;1994-05-22;1994-05-22;HBCC1;2514.38;38.0
294;5742.0;1994-05-22;1994-05-22;WWAP0;4792.15;30.0
295;6302.0;1994-05-23;1994-05-23;QAFD1;3227.0;34.0
296;9004.0;1994-05-23;1994-05-23;QSOP0;1675.79;36.0
297;5539.0;1994-05-24;1994-05-24;LMFF0;4220.01;29.0
298;6257.0;1994-05-25;1994-05-25;HBCC0;183.92;46.0
299;8613.0;1994-05-25;1994-05-25;NVHH2;4497.56;25.0
300;11624.0;1994-05-25;1994-05-25;QPYG3;527.21;15.0
301;4772.0;1994-05-28;1994-05-28;WWAP4;817.77;1.0
302;5715.0;1994-05-28;1994-05-28;BVAA3;103.41;29.0
303;5622.0;1994-05-28;1994-05-28;OKTT1;4979.51;39.0
304;5801.0;1994-05-29;1994-05-29;QSOP0;2008.59;16.0
305;11066.0;1994-06-01;1994-06-01;BVAA0;2775.29;22.0
306;11647.0;1994-06-01;1994-06-01;XSZZ4;644.35;16.0
307;6057.0;1994-06-02;1994-06-02;QPYG3;1744.05;10.0
308;5737.0;1994-06-02;1994-06-02;BVAA2;3275.65;19.0
309;10263.0;1994-06-02;1994-06-02;BVAA1;2840.09;46.0
310;4772.0;1994-06-03;1994-06-03;QSOP1;1646.47;47.0
311;6101.0;1994-06-03;1994-06-03;XSZZ0;3732.5;2.0
312;4588.0;1994-06-06;1994-06-06;NVHH4;4063.03;39.0
313;4630.0;1994-06-06;1994-06-06;QSOP1;1722.95;0.0
314;5744.0;1994-06-07;1994-06-07;LMFF0;1806.07;44.0
315;6323.0;1994-06-09;1994-06-09;LMFF3;1584.78;29.0
316;6271.0;1994-06-09;1994-06-09;HBCC2;983.93;23.0
317;5938.0;1994-06-09;1994-06-09;QSOP3;1529.29;41.0
318;5145.0;1994-06-09;1994-06-09;QSOP0;3477.84;9.0
319;11583.0;1994-06-09;1994-06-09;WDFE0;2175.63;3.0
320;496.0;1994-06-10;1994-06-10;HBCC4;1156.87;27.0
321;5404.0;1994-06-11;1994-06-11;OKTT3;3713.62;38.0
322;5718.0;1994-06-12;1994-06-12;BVAA4;1826.32;23.0
323;8588.0;1994-06-12;1994-06-12;QSOP2;96.64;45.0
324;8912.0;1994-06-12;1994-06-12;WDFE2;1483.41;50.0
325;11886.0;1994-06-13;1994-06-13;QAFD2;2176.3;35.0
326;8434.0;1994-06-13;1994-06-13;JNDD1;222.82;23.0
327;215.0;1994-06-14;1994-06-14;HBCC4;2709.47;41.0
328;5661.0;1994-06-14;1994-06-14;QAFD3;4591.61;36.0
329;11234.0;1994-06-14;1994-06-14;WWAP4;1544.94;22.0
330;5504.0;1994-06-15;1994-06-15;LMFF0;500.19;26.0
331;5723.0;1994-06-16;1994-06-16;WWAP4;3400.92;15.0
332;5133.0;1994-06-16;1994-06-16;QSOP2;3360.8;50.0
333;11932.0;1994-06-16;1994-06-16;WWAP1;3845.46;40.0
334;11761.0;1994-06-17;1994-06-17;XDFF4;2586.01;1.0
335;5965.0;1994-06-18;1994-06-18;WDFE4;4468.12;50.0
336;6522.0;1994-06-18;1994-06-18;BVAA2;2838.86;22.0
337;11276.0;1994-06-19;1994-06-19;XDFF3;4540.67;5.0
338;350.0;1994-06-22;1994-06-22;WDFE3;2013.34;50.0
339;9642.0;1994-06-22;1994-06-22;LMFF1;2433.63;24.0
340;626.0;1994-06-23;1994-06-23;XSZZ1;2379.73;6.0
341;2799.0;1994-06-23;1994-06-23;WWAP0;2644.37;28.0
342;11376.0;1994-06-23;1994-06-23;BVAA3;1815.76;29.0
343;5818.0;1994-06-24;1994-06-24;QAFD3;332.0;19.0
344;7232.0;1994-06-26;1994-06-26;OKTT1;3795.78;3.0
345;7347.0;1994-06-27;1994-06-27;WDFE2;2299.45;46.0
346;9728.0;1994-06-27;1994-06-27;LMFF2;1561.92;48.0
347;6177.0;1994-06-28;1994-06-28;XDFF4;1623.32;49.0
348;6161.0;1994-06-29;1994-06-29;WDFE4;4741.12;26.0
349;11510.0;1994-06-30;1994-06-30;QSOP3;1876.1;30.0
350;5647.0;1994-07-02;1994-07-02;QPYG0;2731.8;37.0
351;11122.0;1994-07-02;1994-07-02;LMFF0;1092.87;25.0
352;5751.0;1994-07-03;1994-07-03;XSZZ1;1199.59;49.0
353;10399.0;1994-07-03;1994-07-03;JNDD4;2222.85;3.0
354;648.0;1994-07-04;1994-07-04;OKTT2;2490.07;41.0
355;694.0;1994-07-04;1994-07-04;HBCC0;4083.9;12.0
356;4734.0;1994-07-04;1994-07-04;WDFE3;197.94;35.0
357;4318.0;1994-07-05;1994-07-05;XSZZ3;3932.76;14.0
358;4244.0;1994-07-06;1994-07-06;WWAP1;2178.51;8.0
359;4772.0;1994-07-06;1994-07-06;QPYG1;2441.62;32.0
360;4872.0;1994-07-06;1994-07-06;OKTT1;2705.25;41.0
361;290.0;1994-07-07;1994-07-07;QSOP0;175.69;16.0
362;4118.0;1994-07-07;1994-07-07;OKTT2;1825.95;13.0
363;5009.0;1994-07-08;1994-07-08;OKTT0;559.47;18.0
364;5579.0;1994-07-09;1994-07-09;OKTT2;1386.7;40.0
365;6534.0;1994-07-09;1994-07-09;XDFF3;4871.72;10.0
366;8547.0;1994-07-09;1994-07-09;JNDD0;421.86;7.0
367;6204.0;1994-07-09;1994-07-09;QPYG4;3033.19;6.0
368;819.0;1994-07-10;1994-07-10;JNDD3;1724.6;10.0
369;5009.0;1994-07-10;1994-07-10;XDFF1;4931.4;20.0
370;7189.0;1994-07-10;1994-07-10;OKTT1;656.36;44.0
371;4954.0;1994-07-10;1994-07-10;BVAA0;2093.79;21.0
372;11551.0;1994-07-10;1994-07-10;OKTT1;872.44;38.0
373;5496.0;1994-07-11;1994-07-11;HBCC4;4240.75;24.0
374;1503.0;1994-07-12;1994-07-12;QAFD3;4307.78;20.0
375;5537.0;1994-07-12;1994-07-12;NVHH0;4547.76;4.0
376;84.0;1994-07-13;1994-07-13;LMFF3;2765.6;19.0
377;6125.0;1994-07-14;1994-07-14;QSOP3;3766.23;47.0
378;11560.0;1994-07-14;1994-07-14;WWAP0;990.1;1.0
379;11510.0;1994-07-15;1994-07-15;JNDD3;4965.55;30.0
380;8379.0;1994-07-15;1994-07-15;WDFE2;171.85;48.0
381;11151.0;1994-07-17;1994-07-17;BVAA2;366.14;37.0
382;9150.0;1994-07-17;1994-07-17;WDFE4;2401.91;27.0
383;4514.0;1994-07-18;1994-07-18;OKTT0;1570.05;16.0
384;4610.0;1994-07-21;1994-07-21;BVAA2;1145.3;0.0
385;11403.0;1994-07-21;1994-07-21;JNDD2;4777.66;41.0
386;6006.0;1994-07-22;1994-07-22;WDFE1;261.75;19.0
