;COD_CLI;DATA_COMPRA;DT_ENTREGA;PRODUTO;VALOR_FATURADO;LOCAL
90;8729.0;1993-12-05;1993-12-05;QPYG4;2842.88;7
91;6230.0;1993-12-07;1993-12-07;XDFF0;2600.41;42
93;2721.0;1993-12-09;1993-12-09;QSOP2;1766.14;38
95;6224.0;1993-12-10;1993-12-10;JNDD0;4566.65;37
96;10437.0;1993-12-10;1993-12-10;HBCC3;1851.38;39
97;11463.0;1993-12-10;1993-12-10;QSOP4;2167.66;45
98;4138.0;1993-12-12;1993-12-12;XDFF2;1649.65;38
99;5517.0;1993-12-13;1993-12-13;WDFE0;3004.24;41
100;2891.0;1993-12-14;1993-12-14;QPYG2;3459.66;49
110;9834.0;1993-12-17;1993-12-17;WDFE0;4336.82;47
111;2684.0;1993-12-19;1993-12-19;OKTT4;4737.15;49
112;5959.0;1993-12-20;1993-12-20;WWAP2;596.1;40
117;11881.0;1993-12-24;1993-12-24;QPYG1;3700.12;46
118;5809.0;1993-12-25;1993-12-25;LMFF3;3384.62;39
121;4772.0;1993-12-26;1993-12-26;WWAP3;4228.79;36
123;9414.0;1993-12-27;1993-12-27;NVHH3;2688.9;46
125;11634.0;1993-12-28;1993-12-28;WDFE1;1541.91;48
126;5441.0;1993-12-29;1993-12-29;HBCC4;3819.72;41
129;6473.0;1994-01-01;1994-01-01;QSOP4;2141.73;40
130;567.0;1994-01-02;1994-01-02;OKTT2;326.33;37
131;11422.0;1994-01-02;1994-01-02;OKTT2;2581.76;36
134;117.0;1994-01-05;1994-01-05;BVAA0;4428.17;50
136;4541.0;1994-01-06;1994-01-06;JNDD0;2828.46;45
140;9273.0;1994-01-07;1994-01-07;XDFF4;2828.29;4
142;6506.0;1994-01-10;1994-01-10;QPYG0;409.65;44
143;5718.0;1994-01-10;1994-01-10;WWAP1;1386.47;48
144;6558.0;1994-01-12;1994-01-12;BVAA0;4610.07;38
147;9239.0;1994-01-16;1994-01-16;HBCC1;4126.5;6
149;7185.0;1994-01-18;1994-01-18;QSOP1;4761.02;6
151;4537.0;1994-01-19;1994-01-19;QSOP2;3822.23;45
152;11382.0;1994-01-20;1994-01-20;JNDD1;4081.37;44
153;5477.0;1994-01-21;1994-01-21;JNDD0;3365.65;46
154;6415.0;1994-01-21;1994-01-21;QSOP1;4479.13;36
156;9872.0;1994-01-22;1994-01-22;HBCC0;4324.77;45
157;850.0;1994-01-25;1994-01-25;OKTT4;4086.24;45
162;4513.0;1994-01-27;1994-01-27;HBCC3;4726.15;47
165;1477.0;1994-01-30;1994-01-30;LMFF2;4397.86;36
166;4535.0;1994-01-30;1994-01-30;NVHH1;3007.46;36
167;8270.0;1994-01-30;1994-01-30;XDFF2;893.19;39
168;6078.0;1994-02-02;1994-02-02;WDFE1;1890.59;45
170;8754.0;1994-02-03;1994-02-03;HBCC0;4655.35;47
171;5009.0;1994-02-04;1994-02-04;OKTT3;4496.12;41
172;10879.0;1994-02-04;1994-02-04;LMFF1;3290.55;6
173;9161.0;1994-02-05;1994-02-05;QPYG0;1804.94;42
178;8763.0;1994-02-06;1994-02-06;OKTT0;4971.52;36
183;5593.0;1994-02-11;1994-02-11;JNDD4;3083.26;0
184;10017.0;1994-02-12;1994-02-12;LMFF2;439.98;42
185;6450.0;1994-02-13;1994-02-13;WWAP2;3477.37;48
190;4771.0;1994-02-16;1994-02-16;XSZZ4;3233.13;50
191;5879.0;1994-02-16;1994-02-16;QSOP1;2705.39;47
195;9550.0;1994-02-17;1994-02-17;XDFF4;2802.86;44
199;6551.0;1994-02-20;1994-02-20;QPYG3;2111.33;41
202;11280.0;1994-02-24;1994-02-24;BVAA1;2229.72;49
205;11033.0;1994-02-27;1994-02-27;QSOP2;3850.62;48
207;5672.0;1994-02-28;1994-02-28;QSOP1;2191.57;50
208;4928.0;1994-03-02;1994-03-02;WDFE4;4406.2;36
210;4902.0;1994-03-03;1994-03-03;QAFD4;776.93;41
211;8795.0;1994-03-06;1994-03-06;BVAA2;2693.12;6
213;9498.0;1994-03-08;1994-03-08;OKTT1;2485.47;6
214;7172.0;1994-03-09;1994-03-09;JNDD1;3006.8;4
215;11165.0;1994-03-09;1994-03-09;QPYG3;4775.98;49
218;5130.0;1994-03-13;1994-03-13;OKTT4;570.45;37
219;5741.0;1994-03-13;1994-03-13;XDFF4;4814.07;40
220;11077.0;1994-03-13;1994-03-13;QSOP1;4425.73;36
225;6242.0;1994-03-20;1994-03-20;NVHH0;4847.25;37
228;11809.0;1994-03-27;1994-03-27;LMFF1;2404.83;47
229;5415.0;1994-03-30;1994-03-30;WDFE3;919.3;5
237;9819.0;1994-04-05;1994-04-05;QPYG0;1613.97;38
241;5256.0;1994-04-06;1994-04-06;HBCC1;3811.31;39
244;8458.0;1994-04-08;1994-04-08;OKTT4;2086.17;37
248;10716.0;1994-04-12;1994-04-12;HBCC0;924.15;0
256;5539.0;1994-04-21;1994-04-21;BVAA1;880.68;6
257;6282.0;1994-04-21;1994-04-21;JNDD4;4342.19;36
260;4268.0;1994-04-22;1994-04-22;HBCC4;2991.83;39
261;5404.0;1994-04-22;1994-04-22;BVAA4;1196.58;7
263;4772.0;1994-04-25;1994-04-25;XSZZ1;4237.84;42
271;719.0;1994-05-01;1994-05-01;WDFE1;4597.04;7
275;9112.0;1994-05-03;1994-05-03;BVAA3;3135.34;0
277;4772.0;1994-05-04;1994-05-04;NVHH1;282.89;5
278;6082.0;1994-05-04;1994-05-04;JNDD1;1312.93;46
280;4470.0;1994-05-06;1994-05-06;QSOP4;68.33;41
283;266.0;1994-05-11;1994-05-11;QSOP1;3468.22;4
285;1519.0;1994-05-12;1994-05-12;QSOP4;137.75;48
287;6122.0;1994-05-13;1994-05-13;XSZZ3;2158.54;48
288;9901.0;1994-05-14;1994-05-14;OKTT2;4071.75;43
292;5550.0;1994-05-20;1994-05-20;QSOP1;421.46;44
293;2736.0;1994-05-22;1994-05-22;HBCC1;2514.38;38
296;9004.0;1994-05-23;1994-05-23;QSOP0;1675.79;36
298;6257.0;1994-05-25;1994-05-25;HBCC0;183.92;46
303;5622.0;1994-05-28;1994-05-28;OKTT1;4979.51;39
309;10263.0;1994-06-02;1994-06-02;BVAA1;2840.09;46
310;4772.0;1994-06-03;1994-06-03;QSOP1;1646.47;47
312;4588.0;1994-06-06;1994-06-06;NVHH4;4063.03;39
313;4630.0;1994-06-06;1994-06-06;QSOP1;1722.95;0
314;5744.0;1994-06-07;1994-06-07;LMFF0;1806.07;44
317;5938.0;1994-06-09;1994-06-09;QSOP3;1529.29;41
321;5404.0;1994-06-11;1994-06-11;OKTT3;3713.62;38
323;8588.0;1994-06-12;1994-06-12;QSOP2;96.64;45
324;8912.0;1994-06-12;1994-06-12;WDFE2;1483.41;50
327;215.0;1994-06-14;1994-06-14;HBCC4;2709.47;41
328;5661.0;1994-06-14;1994-06-14;QAFD3;4591.61;36
332;5133.0;1994-06-16;1994-06-16;QSOP2;3360.8;50
333;11932.0;1994-06-16;1994-06-16;WWAP1;3845.46;40
335;5965.0;1994-06-18;1994-06-18;WDFE4;4468.12;50
337;11276.0;1994-06-19;1994-06-19;XDFF3;4540.67;5
338;350.0;1994-06-22;1994-06-22;WDFE3;2013.34;50
340;626.0;1994-06-23;1994-06-23;XSZZ1;2379.73;6
345;7347.0;1994-06-27;1994-06-27;WDFE2;2299.45;46
346;9728.0;1994-06-27;1994-06-27;LMFF2;1561.92;48
347;6177.0;1994-06-28;1994-06-28;XDFF4;1623.32;49
350;5647.0;1994-07-02;1994-07-02;QPYG0;2731.8;37
352;5751.0;1994-07-03;1994-07-03;XSZZ1;1199.59;49
354;648.0;1994-07-04;1994-07-04;OKTT2;2490.07;41
360;4872.0;1994-07-06;1994-07-06;OKTT1;2705.25;41
364;5579.0;1994-07-09;1994-07-09;OKTT2;1386.7;40
366;8547.0;1994-07-09;1994-07-09;JNDD0;421.86;7
367;6204.0;1994-07-09;1994-07-09;QPYG4;3033.19;6
370;7189.0;1994-07-10;1994-07-10;OKTT1;656.36;44
372;11551.0;1994-07-10;1994-07-10;OKTT1;872.44;38
375;5537.0;1994-07-12;1994-07-12;NVHH0;4547.76;4
377;6125.0;1994-07-14;1994-07-14;QSOP3;3766.23;47
380;8379.0;1994-07-15;1994-07-15;WDFE2;171.85;48
381;11151.0;1994-07-17;1994-07-17;BVAA2;366.14;37
384;4610.0;1994-07-21;1994-07-21;BVAA2;1145.3;0
385;11403.0;1994-07-21;1994-07-21;JNDD2;4777.66;41
387;6474.0;1994-07-22;1994-07-22;QAFD2;4161.13;38
389;5829.0;1994-07-23;1994-07-23;QSOP4;2163.07;7
396;5676.0;1994-07-26;1994-07-26;HBCC1;2566.57;50
402;1530.0;1994-07-31;1994-07-31;QSOP4;3317.63;41
403;6551.0;1994-08-01;1994-08-01;HBCC0;3527.41;41
404;1191.0;1994-08-02;1994-08-02;JNDD2;1523.5;43
405;6277.0;1994-08-02;1994-08-02;XSZZ1;1383.64;50
406;1192.0;1994-08-03;1994-08-03;WWAP1;1256.39;49
407;9385.0;1994-08-03;1994-08-03;XSZZ2;2225.86;42
409;4722.0;1994-08-05;1994-08-05;BVAA3;4946.89;40
411;11402.0;1994-08-07;1994-08-07;QPYG4;1136.24;36
413;5949.0;1994-08-14;1994-08-14;HBCC3;3059.81;45
414;11640.0;1994-08-17;1994-08-17;XSZZ2;2699.14;44
415;11028.0;1994-08-18;1994-08-18;LMFF1;2764.03;42
417;5482.0;1994-08-20;1994-08-20;BVAA3;1263.07;39
418;11028.0;1994-08-21;1994-08-21;OKTT3;4534.92;48
420;8709.0;1994-08-22;1994-08-22;JNDD2;278.75;4
427;4537.0;1994-08-26;1994-08-26;JNDD3;700.02;7
433;6133.0;1994-08-30;1994-08-30;BVAA1;543.51;47
434;5816.0;1994-08-30;1994-08-30;NVHH1;4524.95;39
435;5804.0;1994-08-30;1994-08-30;OKTT0;1255.05;4
437;9927.0;1994-08-31;1994-08-31;WWAP3;3416.52;43
443;6376.0;1994-09-06;1994-09-06;XDFF4;437.49;49
444;11818.0;1994-09-06;1994-09-06;HBCC4;1639.17;37
445;4546.0;1994-09-07;1994-09-07;XSZZ0;3836.44;36
446;4306.0;1994-09-08;1994-09-08;HBCC3;232.17;43
447;6134.0;1994-09-11;1994-09-11;QAFD4;3530.73;40
459;5612.0;1994-09-20;1994-09-20;OKTT3;4675.51;45
461;9860.0;1994-09-22;1994-09-22;WDFE3;4015.47;44
462;5171.0;1994-09-23;1994-09-23;NVHH0;1372.82;50
469;555.0;1994-09-27;1994-09-27;WWAP4;13.16;45
470;5009.0;1994-09-27;1994-09-27;OKTT2;3542.92;50
472;11454.0;1994-10-01;1994-10-01;OKTT2;136.69;36
474;1162.0;1994-10-03;1994-10-03;XSZZ4;3542.97;37
476;6398.0;1994-10-04;1994-10-04;WDFE3;1932.78;45
478;2750.0;1994-10-05;1994-10-05;HBCC3;1699.45;7
484;11294.0;1994-10-08;1994-10-08;QPYG2;4676.29;44
485;8461.0;1994-10-10;1994-10-10;WDFE1;1105.32;44
486;923.0;1994-10-11;1994-10-11;JNDD3;2573.06;44
489;11500.0;1994-10-14;1994-10-14;BVAA4;2282.52;46
491;10765.0;1994-10-15;1994-10-15;BVAA0;370.71;42
493;2968.0;1994-10-17;1994-10-17;WWAP1;1276.43;39
494;11692.0;1994-10-17;1994-10-17;JNDD4;309.77;38
501;6264.0;1994-10-24;1994-10-24;BVAA3;4011.21;38
504;4273.0;1994-10-30;1994-10-30;JNDD1;753.94;37
505;2710.0;1994-11-02;1994-11-02;QSOP1;2031.99;45
517;6078.0;1994-11-08;1994-11-08;QPYG0;2163.82;46
518;345.0;1994-11-09;1994-11-09;JNDD0;3844.95;45
519;5154.0;1994-11-09;1994-11-09;HBCC1;3144.87;39
521;4745.0;1994-11-11;1994-11-11;XDFF3;4493.65;38
524;5199.0;1994-11-13;1994-11-13;WWAP0;1917.13;49
528;4501.0;1994-11-16;1994-11-16;JNDD0;3268.35;37
529;5229.0;1994-11-17;1994-11-17;HBCC3;998.37;36
531;502.0;1994-11-18;1994-11-18;XSZZ2;884.45;6
535;5937.0;1994-11-20;1994-11-20;WWAP4;1790.52;45
536;539.0;1994-11-21;1994-11-21;LMFF0;4161.06;38
538;6226.0;1994-11-22;1994-11-22;WWAP2;2862.52;43
542;4933.0;1994-11-25;1994-11-25;QSOP1;3416.51;39
543;7294.0;1994-11-27;1994-11-27;QSOP0;2343.76;41
544;1415.0;1994-12-01;1994-12-01;HBCC0;1748.57;5
548;9468.0;1994-12-02;1994-12-02;QSOP4;808.4;4
551;11942.0;1994-12-03;1994-12-03;BVAA3;1231.12;50
556;11637.0;1994-12-09;1994-12-09;OKTT1;3998.05;38
562;11282.0;1994-12-13;1994-12-13;QPYG1;4192.95;45
563;6426.0;1994-12-15;1994-12-15;OKTT2;3903.02;4
565;11102.0;1994-12-15;1994-12-15;WDFE1;254.65;50
566;11842.0;1994-12-15;1994-12-15;QPYG4;3740.2;39
570;5826.0;1994-12-19;1994-12-19;OKTT2;2323.92;41
571;11054.0;1994-12-20;1994-12-20;HBCC2;3888.01;43
574;8842.0;1994-12-22;1994-12-22;JNDD2;3466.88;6
575;5787.0;1994-12-24;1994-12-24;QSOP3;4063.73;41
576;5397.0;1994-12-24;1994-12-24;WDFE0;3334.11;48
579;10659.0;1994-12-27;1994-12-27;WWAP4;194.2;46
583;7278.0;1994-12-29;1994-12-29;XSZZ3;1546.88;36
584;4772.0;1994-12-29;1994-12-29;QPYG2;1076.34;43
585;9393.0;1994-12-29;1994-12-29;OKTT3;2719.12;0
586;5796.0;1994-12-30;1994-12-30;QSOP0;3462.72;47
592;4665.0;1995-01-04;1995-01-04;BVAA2;441.1;40
594;5921.0;1995-01-05;1995-01-05;NVHH4;2581.93;50
597;6133.0;1995-01-08;1995-01-08;QSOP3;2059.89;45
598;5861.0;1995-01-08;1995-01-08;HBCC2;1442.99;50
601;6155.0;1995-01-09;1995-01-09;BVAA3;161.76;38
602;5009.0;1995-01-09;1995-01-09;QPYG0;1011.75;47
603;5885.0;1995-01-11;1995-01-11;WWAP4;1939.6;39
604;4576.0;1995-01-12;1995-01-12;QAFD2;327.77;49
609;5141.0;1995-01-15;1995-01-15;BVAA3;3204.91;39
610;11297.0;1995-01-16;1995-01-16;QSOP4;1481.8;48
612;9075.0;1995-01-18;1995-01-18;OKTT3;625.32;44
617;4519.0;1995-01-22;1995-01-22;WWAP2;2251.91;49
618;11489.0;1995-01-22;1995-01-22;QAFD0;353.53;40
621;8358.0;1995-01-26;1995-01-26;WDFE3;3228.99;48
623;4696.0;1995-01-28;1995-01-28;BVAA2;3753.27;40
626;6003.0;1995-01-31;1995-01-31;QSOP4;2103.21;38
631;6289.0;1995-02-02;1995-02-02;WWAP3;2533.55;4
633;9152.0;1995-02-03;1995-02-03;QPYG2;536.7;4
634;5186.0;1995-02-05;1995-02-05;BVAA2;3522.1;50
635;6286.0;1995-02-06;1995-02-06;OKTT4;239.59;47
636;9669.0;1995-02-06;1995-02-06;WWAP3;1255.09;48
641;6225.0;1995-02-08;1995-02-08;OKTT2;106.77;43
642;5009.0;1995-02-09;1995-02-09;HBCC3;3469.34;0
644;10462.0;1995-02-10;1995-02-10;QPYG1;1803.0;46
647;5405.0;1995-02-13;1995-02-13;JNDD4;1225.41;47
649;11728.0;1995-02-15;1995-02-15;NVHH1;1444.47;48
650;8434.0;1995-02-16;1995-02-16;XDFF2;1169.14;49
658;5418.0;1995-02-21;1995-02-21;WDFE4;4565.57;42
659;5632.0;1995-02-26;1995-02-26;BVAA0;2047.77;7
661;4496.0;1995-02-26;1995-02-26;QSOP2;2918.03;48
663;6236.0;1995-03-01;1995-03-01;WDFE1;4540.84;37
664;11436.0;1995-03-01;1995-03-01;WDFE4;4093.25;4
666;944.0;1995-03-03;1995-03-03;BVAA4;4322.0;41
671;9764.0;1995-03-06;1995-03-06;QAFD4;4095.93;7
674;6545.0;1995-03-07;1995-03-07;LMFF3;1497.46;37
677;5264.0;1995-03-08;1995-03-08;BVAA1;2063.72;39
678;5399.0;1995-03-09;1995-03-09;WDFE3;107.9;36
679;6269.0;1995-03-09;1995-03-09;LMFF0;2357.74;42
681;11483.0;1995-03-10;1995-03-10;QPYG0;3136.63;5
683;6488.0;1995-03-14;1995-03-14;BVAA0;425.2;49
684;5458.0;1995-03-14;1995-03-14;NVHH3;1312.16;47
685;9635.0;1995-03-14;1995-03-14;QAFD3;4426.42;44
687;967.0;1995-03-16;1995-03-16;WDFE3;252.29;42
690;11052.0;1995-03-16;1995-03-16;XSZZ3;3451.32;36
691;5531.0;1995-03-17;1995-03-17;QPYG3;588.59;7
693;5009.0;1995-03-17;1995-03-17;LMFF1;1170.49;6
698;11121.0;1995-03-19;1995-03-19;QSOP1;3501.67;36
699;5790.0;1995-03-20;1995-03-20;QSOP0;3198.93;47
705;6180.0;1995-03-23;1995-03-23;XSZZ0;158.14;0
712;142.0;1995-03-28;1995-03-28;WWAP4;184.35;45
713;5959.0;1995-03-28;1995-03-28;QAFD3;3749.01;0
714;11161.0;1995-03-28;1995-03-28;QSOP4;2309.41;0
716;5664.0;1995-03-30;1995-03-30;QPYG0;356.42;5
726;5212.0;1995-04-10;1995-04-10;XSZZ4;4430.3;37
728;5009.0;1995-04-12;1995-04-12;BVAA1;2037.91;7
729;5808.0;1995-04-12;1995-04-12;QSOP3;2736.67;6
734;5727.0;1995-04-15;1995-04-15;WWAP0;2393.67;48
736;11072.0;1995-04-17;1995-04-17;OKTT2;3652.64;4
737;6530.0;1995-04-20;1995-04-20;XSZZ2;1809.67;7
742;5929.0;1995-04-23;1995-04-23;QPYG1;4274.71;37
744;2782.0;1995-04-24;1995-04-24;BVAA1;4475.18;7
747;5929.0;1995-04-26;1995-04-26;WWAP1;1929.03;49
749;4949.0;1995-04-28;1995-04-28;WWAP2;2110.25;36
751;10133.0;1995-04-29;1995-04-29;QPYG4;3752.94;47
753;4949.0;1995-05-01;1995-05-01;WWAP4;3831.91;37
756;4524.0;1995-05-03;1995-05-03;BVAA4;2877.75;5
757;7115.0;1995-05-06;1995-05-06;QAFD1;4738.94;48
768;11684.0;1995-05-12;1995-05-12;WDFE4;3119.01;7
771;11858.0;1995-05-15;1995-05-15;QPYG0;522.85;7
773;4197.0;1995-05-18;1995-05-18;NVHH0;3481.55;46
774;2766.0;1995-05-21;1995-05-21;OKTT4;3727.34;37
775;6558.0;1995-05-21;1995-05-21;HBCC0;4865.1;39
778;6358.0;1995-05-25;1995-05-25;JNDD3;4602.88;49
779;5903.0;1995-05-25;1995-05-25;BVAA0;3442.85;47
780;5009.0;1995-05-26;1995-05-26;OKTT0;3518.76;47
781;11369.0;1995-05-26;1995-05-26;QPYG3;1455.02;39
782;5968.0;1995-05-27;1995-05-27;QSOP4;1934.51;4
786;5633.0;1995-05-29;1995-05-29;WWAP1;3359.44;37
788;9992.0;1995-05-31;1995-05-31;WDFE0;1452.15;47
789;6067.0;1995-06-01;1995-06-01;QAFD3;2669.75;42
790;1519.0;1995-06-02;1995-06-02;WWAP3;4964.51;40
791;6165.0;1995-06-02;1995-06-02;JNDD0;3223.34;0
793;77.0;1995-06-03;1995-06-03;QSOP0;577.35;50
796;9834.0;1995-06-04;1995-06-04;BVAA1;4610.68;7
798;6012.0;1995-06-05;1995-06-05;XSZZ1;4243.84;6
799;6170.0;1995-06-05;1995-06-05;QSOP3;30.16;39
800;11601.0;1995-06-05;1995-06-05;QSOP2;2986.62;45
802;678.0;1995-06-07;1995-06-07;JNDD1;2424.59;45
807;5629.0;1995-06-10;1995-06-10;QPYG4;2804.42;45
810;5483.0;1995-06-13;1995-06-13;OKTT0;3674.96;38
814;4772.0;1995-06-15;1995-06-15;QPYG3;3666.09;39
816;11577.0;1995-06-17;1995-06-17;QPYG2;2746.57;4
819;6551.0;1995-06-21;1995-06-21;XSZZ1;4706.09;50
824;8492.0;1995-06-26;1995-06-26;BVAA2;3800.94;42
826;8594.0;1995-06-28;1995-06-28;QAFD3;3301.81;4
827;4551.0;1995-06-29;1995-06-29;JNDD3;4477.63;7
828;407.0;1995-06-30;1995-06-30;QAFD0;4597.16;48
831;4507.0;1995-07-03;1995-07-03;WDFE2;4635.73;37
832;5715.0;1995-07-03;1995-07-03;XSZZ3;1438.66;46
835;6467.0;1995-07-05;1995-07-05;BVAA0;3674.24;37
837;4481.0;1995-07-06;1995-07-06;LMFF1;2842.04;42
839;4695.0;1995-07-07;1995-07-07;OKTT4;3829.23;44
840;4320.0;1995-07-08;1995-07-08;LMFF2;2068.39;50
853;9660.0;1995-07-16;1995-07-16;HBCC2;961.71;38
858;6359.0;1995-07-18;1995-07-18;HBCC1;2081.95;43
859;5943.0;1995-07-20;1995-07-20;XDFF1;52.86;50
860;672.0;1995-07-21;1995-07-21;QSOP0;811.91;50
863;8629.0;1995-07-22;1995-07-22;XDFF3;2871.17;50
864;11862.0;1995-07-22;1995-07-22;XSZZ4;4255.19;49
867;10254.0;1995-07-24;1995-07-24;LMFF0;655.76;43
868;9185.0;1995-07-24;1995-07-24;WDFE4;1213.12;40
869;4930.0;1995-07-26;1995-07-26;WDFE2;892.76;48
870;4541.0;1995-07-26;1995-07-26;HBCC0;1182.93;37
872;4945.0;1995-07-27;1995-07-27;QPYG0;2088.79;42
873;9857.0;1995-07-27;1995-07-27;JNDD4;3893.07;38
876;1482.0;1995-08-03;1995-08-03;QPYG2;2120.9;6
878;4764.0;1995-08-05;1995-08-05;XSZZ3;4607.31;6
881;1319.0;1995-08-09;1995-08-09;WDFE2;2453.6;50
882;10447.0;1995-08-09;1995-08-09;QPYG4;381.91;40
884;8876.0;1995-08-11;1995-08-11;QAFD3;220.98;7
887;4559.0;1995-08-13;1995-08-13;HBCC1;3297.97;41
890;11647.0;1995-08-17;1995-08-17;JNDD3;3126.14;5
892;6167.0;1995-08-18;1995-08-18;XDFF2;1493.18;49
893;10625.0;1995-08-18;1995-08-18;WWAP0;2818.05;36
896;8752.0;1995-08-20;1995-08-20;XSZZ0;4416.41;50
897;11246.0;1995-08-20;1995-08-20;HBCC1;1537.78;0
898;387.0;1995-08-21;1995-08-21;QPYG3;449.32;4
900;5736.0;1995-08-22;1995-08-22;HBCC0;946.09;45
902;4899.0;1995-08-23;1995-08-23;XDFF2;2886.72;42
903;10928.0;1995-08-23;1995-08-23;XSZZ3;3518.11;44
905;11660.0;1995-08-23;1995-08-23;WDFE2;779.3;49
906;512.0;1995-08-24;1995-08-24;HBCC0;2397.07;38
907;6277.0;1995-08-24;1995-08-24;BVAA2;1081.7;5
908;6246.0;1995-08-24;1995-08-24;WDFE4;2426.26;40
910;6006.0;1995-08-26;1995-08-26;WDFE2;1917.12;0
915;11825.0;1995-08-29;1995-08-29;JNDD4;2315.04;4
917;11093.0;1995-08-30;1995-08-30;WWAP4;3828.18;5
921;6071.0;1995-09-01;1995-09-01;WWAP4;2132.41;49
927;4477.0;1995-09-05;1995-09-05;JNDD0;4219.1;37
929;5531.0;1995-09-06;1995-09-06;OKTT2;1003.87;5
932;9443.0;1995-09-11;1995-09-11;JNDD1;610.11;40
933;6100.0;1995-09-12;1995-09-12;QPYG1;289.75;40
940;9362.0;1995-09-17;1995-09-17;NVHH1;2390.53;38
942;581.0;1995-09-19;1995-09-19;QPYG3;4717.8;39
943;343.0;1995-09-20;1995-09-20;LMFF4;4997.58;42
945;5169.0;1995-09-20;1995-09-20;QPYG0;106.76;47
946;4880.0;1995-09-20;1995-09-20;QSOP3;2997.73;6
954;9081.0;1995-09-26;1995-09-26;XSZZ3;2856.37;39
956;267.0;1995-09-28;1995-09-28;HBCC0;2573.19;43
958;6276.0;1995-09-29;1995-09-29;WWAP0;2861.07;50
962;2773.0;1995-10-04;1995-10-04;QAFD1;3959.21;36
963;5486.0;1995-10-07;1995-10-07;XSZZ3;2394.3;47
964;963.0;1995-10-08;1995-10-08;XSZZ3;3306.73;7
966;4466.0;1995-10-08;1995-10-08;WWAP1;4538.83;39
968;8528.0;1995-10-10;1995-10-10;BVAA0;224.73;43
969;6522.0;1995-10-11;1995-10-11;QPYG4;4260.61;46
970;7075.0;1995-10-11;1995-10-11;BVAA2;3592.96;38
972;5414.0;1995-10-12;1995-10-12;JNDD1;4139.86;46
975;11436.0;1995-10-12;1995-10-12;XDFF2;2657.6;0
976;5705.0;1995-10-13;1995-10-13;WDFE3;3318.45;7
979;4319.0;1995-10-14;1995-10-14;OKTT4;717.58;45
981;314.0;1995-10-16;1995-10-16;BVAA3;2944.62;38
984;4772.0;1995-10-19;1995-10-19;WWAP2;4473.28;6
985;5445.0;1995-10-19;1995-10-19;JNDD4;1671.36;37
988;5009.0;1995-10-21;1995-10-21;OKTT1;4130.33;47
989;4772.0;1995-10-21;1995-10-21;OKTT0;4926.28;36
990;5803.0;1995-10-21;1995-10-21;WDFE2;1768.68;5
991;6226.0;1995-10-22;1995-10-22;NVHH3;1871.66;37
996;365.0;1995-10-24;1995-10-24;HBCC3;3391.85;38
1001;8353.0;1995-10-25;1995-10-25;BVAA4;1704.45;7
1003;5564.0;1995-10-27;1995-10-27;JNDD1;4513.46;6
1004;11487.0;1995-10-27;1995-10-27;NVHH3;4688.94;4
1006;8515.0;1995-10-28;1995-10-28;QSOP0;1733.82;37
1007;4760.0;1995-10-29;1995-10-29;QAFD0;2286.0;49
1009;8584.0;1995-10-31;1995-10-31;NVHH3;773.4;6
1014;1441.0;1995-11-02;1995-11-02;XSZZ3;3464.8;39
