;COD_CLI;DATA_COMPRA;DT_ENTREGA;PRODUTO;VALOR_FATURADO;LOCAL
2295;;1998-07-02;;WWAP3;3515.51;17.0
2296;;1998-07-04;;XSZZ3;4371.77;14.0
2297;;1998-07-04;;HBCC1;651.74;7.0
2298;;1998-07-05;;XSZZ0;1377.61;33.0
2299;;1998-07-09;;JNDD3;2083.75;17.0
2300;;1998-07-10;;HBCC2;4665.55;43.0
2301;;1998-07-11;;QSOP0;54.07;24.0
2302;;1998-07-12;;HBCC3;3748.63;18.0
2303;;1998-07-13;;WDFE1;2823.83;46.0
2304;;1998-07-13;;QSOP1;1340.08;50.0
2305;;1998-07-14;;JNDD0;4594.04;5.0
2306;;1998-07-15;;BVAA4;3959.2;38.0
2307;;1998-07-15;;OKTT1;4763.17;39.0
2308;;1998-07-16;;XDFF2;3836.24;14.0
2309;;1998-07-16;;OKTT3;1901.97;16.0
2310;;1998-07-16;;QSOP1;445.48;18.0
2311;;1998-07-18;;BVAA0;4509.6;29.0
2312;;1998-07-18;;XDFF4;4744.71;21.0
2313;;1998-07-18;;BVAA0;4528.08;7.0
2314;;1998-07-18;;XDFF2;2833.35;37.0
2315;;1998-07-19;;WDFE3;3455.81;35.0
2316;;1998-07-19;;XSZZ1;1230.75;42.0
2317;;1998-07-20;;OKTT1;2378.62;20.0
2318;;1998-07-22;;QAFD2;2906.22;7.0
2319;;1998-07-24;;QSOP2;4053.53;21.0
2320;;1998-07-24;;XSZZ3;2236.84;5.0
2321;;1998-07-24;;OKTT3;1687.31;10.0
2322;;1998-07-24;;QPYG2;1031.28;9.0
2323;;1998-07-24;;WWAP3;2925.29;24.0
2324;;1998-07-25;;OKTT4;2791.49;50.0
2325;;1998-07-26;;OKTT2;4732.1;8.0
2326;;1998-07-26;;XSZZ3;4503.37;11.0
2327;;1998-07-26;;QSOP0;4319.08;32.0
2328;;1998-07-27;;JNDD4;2791.01;41.0
2329;;1998-07-28;;BVAA3;4365.56;50.0
2330;;1998-07-28;;WWAP2;3561.23;23.0
2331;;1998-07-29;;WDFE1;2770.71;36.0
2332;;1998-07-29;;BVAA3;816.31;47.0
2333;;1998-07-29;;XDFF3;3776.09;22.0
2334;;1998-07-29;;XDFF1;2471.42;10.0
2335;;1998-08-01;;BVAA2;3946.99;49.0
2336;;1998-08-02;;QSOP0;2464.75;35.0
2337;;1998-08-02;;BVAA4;4129.56;21.0
2338;;1998-08-02;;BVAA3;3279.1;31.0
2339;;1998-08-04;;QSOP1;718.94;2.0
2340;;1998-08-05;;NVHH1;3730.38;5.0
2341;;1998-08-06;;OKTT2;2324.46;46.0
2342;;1998-08-06;;OKTT3;2642.21;5.0
2343;;1998-08-06;;QSOP1;2925.87;20.0
2344;;1998-08-07;;QPYG2;3555.65;48.0
2345;;1998-08-07;;JNDD2;1344.42;44.0
2346;;1998-08-09;;QPYG2;4990.77;4.0
2347;;1998-08-09;;HBCC1;1846.51;33.0
2348;;1998-08-09;;NVHH1;1921.63;41.0
2349;;1998-08-10;;WWAP2;880.6;49.0
2350;;1998-08-12;;QSOP0;2111.87;43.0
2351;;1998-08-12;;QSOP1;1751.92;36.0
2352;;1998-08-13;;XSZZ4;2318.79;24.0
2353;;1998-08-15;;WWAP3;1349.03;39.0
2354;;1998-08-16;;JNDD0;4060.39;21.0
2355;;1998-08-17;;WDFE1;2357.59;10.0
2356;;1998-08-17;;XDFF4;3362.88;2.0
2357;;1998-08-18;;WDFE2;3714.76;14.0
2358;;1998-08-19;;XSZZ0;2918.22;17.0
2359;;1998-08-19;;BVAA1;1036.75;43.0
2360;;1998-08-20;;NVHH2;4592.9;33.0
2361;;1998-08-20;;XSZZ4;3424.22;23.0
2362;;1998-08-21;;WDFE2;3409.14;38.0
2363;;1998-08-24;;QPYG2;2736.58;9.0
2364;;1998-08-25;;XSZZ0;3425.66;22.0
2365;;1998-08-26;;XDFF3;2451.78;12.0
2366;;1998-08-26;;WDFE2;3522.58;1.0
2367;;1998-08-26;;XSZZ2;315.53;0.0
2368;;1998-08-27;1998-08-27 00:00:00;HBCC2;2952.17;16.0
2369;;1998-08-27;1998-08-27 00:00:00;HBCC1;4315.93;2.0
2370;;1998-08-27;1998-08-27 00:00:00;QAFD0;4503.64;29.0
2371;;1998-08-28;1998-08-28 00:00:00;XSZZ3;3416.33;22.0
2372;;1998-08-28;1998-08-28 00:00:00;XSZZ2;3076.74;45.0
2373;;1998-08-29;1998-08-29 00:00:00;BVAA2;1756.64;28.0
2374;;1998-08-29;1998-08-29 00:00:00;XSZZ0;2954.78;44.0
2375;;1998-08-30;1998-08-30 00:00:00;WDFE4;3185.03;10.0
2376;;1998-08-30;1998-08-30 00:00:00;WWAP0;2283.71;48.0
2377;;1998-08-30;1998-08-30 00:00:00;HBCC2;2866.27;41.0
2378;;1998-08-31;1998-08-31 00:00:00;WDFE0;507.34;6.0
2379;;1998-08-31;1998-08-31 00:00:00;BVAA0;1584.73;29.0
2380;;1998-08-31;1998-08-31 00:00:00;QSOP4;3526.0;37.0
2381;;1998-09-01;1998-09-01 00:00:00;JNDD4;461.04;42.0
2382;;1998-09-01;1998-09-01 00:00:00;HBCC2;4472.02;8.0
2383;;1998-09-03;1998-09-03 00:00:00;QSOP0;3224.12;47.0
2384;;1998-09-03;1998-09-03 00:00:00;JNDD4;2749.47;14.0
2385;;1998-09-03;1998-09-03 00:00:00;QAFD2;3457.03;21.0
2386;;1998-09-04;1998-09-04 00:00:00;WDFE0;2424.42;14.0
2387;;1998-09-04;1998-09-04 00:00:00;QSOP1;4199.56;14.0
2388;;1998-09-05;1998-09-05 00:00:00;WDFE0;2604.42;47.0
2389;;1998-09-05;1998-09-05 00:00:00;OKTT4;2802.06;34.0
2390;;1998-09-06;1998-09-06 00:00:00;XDFF4;1622.05;47.0
2391;;1998-09-06;1998-09-06 00:00:00;LMFF3;1353.39;30.0
2392;;1998-09-07;1998-09-07 00:00:00;QSOP2;174.44;23.0
